BANK,DATE OF ISSUE,DATE RECEIVED,Date Reviewed,CONTRACT NO ,ADVISING REF ,LC NO,Country,Request for amendments Date,LC Clean date,ELITE PIC,,CSR PIC,,F/D ,FD NO,F/D Create Date,Client Name,LC Start Date,LC Expiry Date,Shipment Date
HSBC,19-Jul,24-Jul,25-Jul,05/2218,SGHSBC7G24315191,0411817IM0000001,India,31-Jul,4-Aug,JENY,OK,GAURAV,OK,,205274,7-Aug,DECCAN  PACKAGING INDIA  PVT.LTD,19-Jul-17,9-Oct-17,18-Sep-17
SCB,24-Jul,25-Jul,25-Jul,06/282,957117667116,171010238006S,India,,31-Jul,JENY,OK,VIPIN,OK,,205002,2-Aug,Ramcharan Company Pvt Ltd,24-Jul-17,29-Sep-17,8-Sep-17
SCB,18-Jul,25-Jul,25-Jul,13/1447,957117660854,IMLC2017474744,India,,27-Jul,JENY,OK,NAVDEEP,OK,,204775,27-Jul,AADITYA FOAM INDUSTRIES LLP,18-Jul-17,3-Oct-17,12-Sep-17
HSBC,24-Jul,25-Jul,25-Jul,13/1452,SGHSBC7G25318201,003LC01172020025,India,28-Jul,7-Aug,JENY,OK,NAVDEEP,OK,,205393,8-Aug,NARENDRA POLYCHEM PVT. LTD.,24-Jul-17,27-Nov-17,6-Nov-17
SCB,24-Jul,25-Jul,25-Jul,06/283,957117666992,171010237980S,India,,27-Jul,JENY,OK,VIPIN,OK,,205564,10-Aug,RAMCHARAN CO. PVT. LTD.,24-Jul-17,29-Sep-17,8-Sep-17
SCB,23-Jul,25-Jul,25-Jul,15/0086,957117667429,FDC0129000472017,India,,27-Jul,JENY,OK,SHIV,OK,,204776,27-Jul,Rubchem India Pvt. Ltd.,24-Jul-17,10-Oct-17,19-Sep-17
SCB,24-Jul,25-Jul,25-Jul,07/3991,957117667866,18017LU00126,Nepal,28-Jul,31-Jul,JENY,OK,SHIV,OK,,205057,2-Aug,KRISHNA NEPAL TRADING PVT. LTD,24-Jul-17,14-Oct-17,23-Sep-17
SCB,23-Jul,25-Jul,25-Jul,07/4001,957117667786,003LCIFU170031,Nepal,28-Jul,4-Aug,JENY,OK,SHIV,OK,,205270,7-Aug,Pradeep Polythene Industries,23-Jul-17,16-Oct-17,25-Sep-17
SCB,19-Jul,25-Jul,25-Jul,07/3986,957117665662,EB0011FOU00801,Nepal,,27-Jul,JENY,OK,SHIV,OK,,204929,31-Jul,Triveni Synpacks Pvt. Ltd.,19-Jul-17,7-Oct-17,16-Sep-17
SCB,24-Jul,25-Jul,25-Jul,07/3992,957117667223,FLCIM17213,Nepal,,27-Jul,JENY,OK,SHIV,OK,,204830,27-Jul,Abhisek Commercial,24-Jul-17,14-Oct-17,23-Sep-17
SCB,23-Jul,25-Jul,25-Jul,08/11108,957117667580,0670170215128,Bangladesh,7-Aug,24-Aug,JENY,OK,ANURAG,OK,,206351,25-Aug,WELL ACCESSORIES LTD,12-Jul-17,10-Oct-17,19-Sep-17
SCB,24-Jul,25-Jul,25-Jul,11/5621,957117666652,LCUNEG17000966,Sri Lanka,,28-Jul,JENY,OK,NAVDEEP,OK,,204997,2-Aug,Nekab (Pvt.) Ltd.,24-Jul-17,13-Oct-17,22-Sep-17
HSBC,25-Jul,25-Jul,25-Jul,11/5586,SGHSBC7G25318319,003IMLCU17001523,Sri Lanka,31-Jul,15-Aug,JENY,OK,NAVDEEP,OK,,205957,16-Aug,SASIRI POLYSACKS (PVT) LTD.,25-Jul-17,21-Oct-17,30-Sep-17
SCB,25-Jul,26-Jul,26-Jul,07/3969,957117669123,001USD170496U,Nepal,27-Jul,,JENY,OK,SHIV,OK,,204678,31-Jul,RIDDHI SIDDHI LOOP MAT INDUSTRIES,25-Jul-17,23-Oct-17,2-Oct-17
SCB,25-Jul,26-Jul,26-Jul,07/4000,957117669089,17DC05USD07460,Nepal,,27-Jul,JENY,OK,SHIV,OK,,204928,31-Jul,Pashupati International Trade Cente,25-Jul-17,15-Oct-17,24-Sep-17
SCB,25-Jul,26-Jul,26-Jul,07/3998,957117668829,L16907521009,Nepal,,27-Jul,JENY,OK,SHIV,OK,,204829,27-Jul,BRIHASPATI MOULDING INDUSTRIES,25-Jul-17,15-Oct-17,24-Sep-17
HSBC,25-Jul,26-Jul,26-Jul,06/296,SGHSBC7G26320457,0174MDC170006579,India,28-Jul,7-Aug,JENY,OK,VIPIN,OK,,205396,8-Aug,MG Polyplast Industries Pvt Ltd,25-Jul-17,11-Oct-17,20-Sep-17
HSBC,25-Jul,26-Jul,26-Jul,13/1457,SGHSBC7G26320747,003LC01172060011,India,28-Jul,7-Aug,JENY,OK,NAVDEEP,OK,,205395,8-Aug,NARENDRA POLYCHEM PVT. LTD.,25-Jul-17,15-Oct-17,24-Sep-17
SCB,20-Jul,27-Jul,27-Jul,07/3976,957117670237,IUDSF1517USD0419,Nepal,,1-Aug,JENY,OK,SHIV,OK,,205068,2-Aug,ARIHANT POLYPAC KS LTD.,20-Jul-17,6-Oct-17,15-Sep-17
SCB,14-Jul,27-Jul,27-Jul,07/3979,957117670727,EB0370FOU00120,Nepal,,1-Aug,JENY,OK,SHIV,OK,,205069,2-Aug,MDA INTERNATIONAL,14-Jul-17,6-Oct-17,15-Sep-17
SCB,25-Jul,27-Jul,27-Jul,07/3994,957117670022,NCCB0774FC013U,Nepal,,1-Aug,JENY,OK,SHIV,OK,,205070,2-Aug,Shiva Polymers Industries (P) Ltd.,25-Jul-17,14-Oct-17,23-Sep-17
SCB,26-Jul,27-Jul,27-Jul,01/8394,957117669999,001LM01172070022,India,,31-Jul,JENY,OK,SANJEEV,OK,,205013,1-Aug,AVH POLYCHEM PVT. LTD.,26-Jul-17,20-Oct-17,29-Sep-17
HSBC,25-Jul,27-Jul,27-Jul,03/0938,SGHSBC7G26321725,469LC01172060002,India,31-Jul,,JENY,OK,GAURAV,OK,,205073,3-Aug,KKALPANA INDUSTRIES (INDIA) LIMITED,25-Jul-17,21-Sep-17,31-Aug-17
HSBC,25-Jul,27-Jul,27-Jul,03/0939,SGHSBC7G26321680,469LC01172060003,India,31-Jul,,JENY,OK,GAURAV,OK,,205072,3-Aug,KKALPANA INDUSTRIES (INDIA) LIMITED,25-Jul-17,21-Sep-17,31-Aug-17
HSBC,25-Jul,27-Jul,27-Jul,05/2216,SGHSBC7G26321718,7018817IM0000083,India,31-Jul,3-Aug,JENY,OK,GAURAV,OK,,204962,3-Aug,Kvn Impex Pvt.Ltd.,25-Jul-17,10-Oct-17,19-Sep-17
SCB,27-Jul,28-Jul,28-Jul,07/4002,957117672477,17DC07USD09712,Nepal,,31-Jul,JENY,OK,SHIV,OK,,205045,2-Aug,Shivam Plastic Industries Pvt. Ltd.,27-Jul-17,17-Oct-17,26-Sep-17
HSBC,,28-Jul,28-Jul,11/5506,SGHSBC7G28327306,DCU1702414442,Sri Lanka,,31-Jul,JENY,OK,NAVDEEP,OK,,204999,2-Aug,PETFORM (PVT) LTD.,27-Jul-17,10-Oct-17,19-Sep-17
HSBC,27-Jul,28-Jul,28-Jul,01/8276,SGHSBC7G28326841,0505017IM0000584,India,,31-Jul,JENY,OK,SANJEEV,OK,,204995,2-Aug,SHREE SUMANGAL INDIA PRIVATE LIMITE,26-Jul-17,6-Oct-17,15-Sep-17
HSBC,27-Jul,28-Jul,28-Jul,01/8379,SGHSBC7G28326817,0505017IM0000588,India,,31-Jul,JENY,OK,SANJEEV,OK,,204996,2-Aug,SHREE SUMANGAL INDIA PRIVATE LIMITE,26-Jul-17,6-Oct-17,15-Sep-17
HSBC,27-Jul,31-Jul,31-Jul,13/1442,SGHSBC7G28328183,006LC01172010002,India,3-Aug,11-Aug,JENY,OK,NAVDEEP,OK,,206026,17-Aug,AEROLAM INSULATIONS PVT LTD,27-Jul-17,21-Nov-17,31-Oct-17
HSBC,28-Jul,31-Jul,31-Jul,05/2215,SGHSBC7G28328240,7018817IM0000084,India,2-Aug,7-Aug,JENY,OK,GAURAV,OK,,205397,8-Aug,Kvn Impex Pvt.Ltd.,28-Jul-17,31-Oct-17,10-Oct-17
SCB,23-Jul,31-Jul,31-Jul,07/3993,957117673163,008ILUF172040001,Nepal,,1-Aug,JENY,OK,SHIV,OK,,205075,3-Aug,SHRESTHA CONCERN PVT. LTD.,23-Jul-17,19-Oct-17,28-Sep-17
SCB,30-Jul,31-Jul,31-Jul,07/3997,957117673653,HBLIFX01740078,Nepal,,1-Aug,JENY,OK,SHIV,OK,,205074,3-Aug,MANAMAIJU INDUSTRIES PVT. LTD,30-Jul-17,15-Oct-17,24-Sep-17
CITI,30-Jul,31-Jul,1-Aug,08/11139,5915625835,0000019517020052,Bangladesh,8-Aug,11-Aug,JENY,OK,ANURAG,OK,,205790,14-Aug,THE PLASTIC MAN LTD.,30-Jul-17,24-Oct-17,3-Oct-17
SCB,17-Jun,1-Aug,2-Aug,05/2217,957117675410,17201FLCOU00004,India,,8-Aug,JENY,OK,GAURAV,OK,,205981,10-Aug,CARRIS PIPES AND TUBES PVT. LTD.,17-Jun-17,13-Oct-17,22-Sep-17
HSBC,28-Jul,1-Aug,2-Aug,03/0941,SGHSBC7H01333274,469LC01172090002,India,,10-Aug,JENY,OK,GAURAV,OK,,205607,10-Aug,ZAP LOGISTICARE PVT LTD,28-Jul-17,23-Oct-17,2-Oct-17
HSBC,31-Jul,1-Aug,2-Aug,06/288,SGHSBC7H01333305,009517IML000030,India,3-Aug,10-Aug,JENY,OK,VIPIN,OK,,205670,11-Aug,Power Chemplast Pvt Ltd,31-Jul-17,1-Oct-17,10-Sep-17
HSBC,31-Jul,1-Aug,2-Aug,13/1459,SGHSBC7H01333765,003LC01172120017,India,,3-Aug,JENY,OK,NAVDEEP,OK,,204956,3-Aug,LEGEND POLYFOAMS PVT. LTD.,31-Jul-17,24-Oct-17,3-Oct-17
SCB,31-Jul,1-Aug,2-Aug,08/11163,957117675330,0000167417020071,Bangladesh,8-Aug,10-Aug,JENY,OK,ANURAG,OK,,205648,11-Aug,PHOENIX ENTERPRISE,31-Jul-17,24-Oct-17,3-Oct-17
CITI,31-Jul,1-Aug,2-Aug,08/11138,5914625847,0000019517020053,Bangladesh,8-Aug,11-Aug,JENY,OK,ANURAG,OK,,205791,14-Aug,THE PLASTIC MAN LTD.,31-Jul-17,24-Oct-17,3-Oct-17
SCB,1-Aug,2-Aug,3-Aug,01/8365,957117675820,529010760975S,India,,4-Aug,JENY,OK,SANJEEV,OK,,205223,4-Aug,JM COMMODITIES LIMITED,1-Aug-17,30-Sep-17,9-Sep-17
BTMU,31-Jul,2-Aug,3-Aug,08/11159,,090617020042,Bangladesh,7-Aug,10-Aug,JENY,OK,ANURAG,OK,,207961,25-Sep,JALAL ACCESSORIES,31-Jul-17,24-Oct-17,3-Oct-17
BTMU,1-Aug,3-Aug,3-Aug,08/11208,,086817020030,Bangladesh,,7-Aug,JENY,OK,ANURAG,OK,,205422,7-Aug,HAMKO INDUSTRIES LIMITED,1-Aug-17,25-Oct-17,4-Oct-17
BTMU,1-Aug,3-Aug,3-Aug,08/11171,,086817020030,Bangladesh,7-Aug,10-Aug,JENY,OK,ANURAG,OK,,207962,25-Sep,HAMKO INDUSTRIES LIMITED,1-Aug-17,25-Oct-17,4-Oct-17
SCB,2-Aug,3-Aug,4-Aug,01/8393,957117678113,171010238364S,India,,10-Aug,JENY,OK,SANJEEV,OK,,206035,17-Aug,Ramcharan Company Pvt Ltd,2-Aug-17,15-Oct-17,24-Sep-17
SCB,2-Aug,3-Aug,4-Aug,13/1453,957117677819,IMLC2017474747,India,,,JENY,OK,NAVDEEP,OK,,205224,4-Aug,AADITYA FOAM INDUSTRIES LLP,2-Aug-17,8-Oct-17,17-Sep-17
SCB,2-Aug,3-Aug,4-Aug,02/5614,957117677392,TX3IMLU172130001,India,14-Aug,22-Aug,JENY,OK,SANJEEV,OK,,206103,23-Aug,ENKAY POLYMERS,2-Aug-17,21-Oct-17,30-Sep-17
SCB,3-Aug,4-Aug,4-Aug,08/11211,957117679808,DPCDAK781659,Bangladesh,,10-Aug,JENY,OK,ANURAG,OK,,205672,11-Aug,MONTRIMS LTD.,3-Aug-17,28-Oct-17,7-Oct-17
SCB,3-Aug,4-Aug,4-Aug,08/11145,957117679853,108717020008,Bangladesh,10-Aug,14-Aug,JENY,OK,ANURAG,OK,,205822,15-Aug,JSN ENTERPRISE LTD,3-Aug-17,24-Oct-17,3-Oct-17
SCB,2-Aug,4-Aug,4-Aug,08/11168,957117679041,ILC0809170214284,Bangladesh,8-Aug,10-Aug,JENY,OK,ANURAG,OK,,205650,11-Aug,GMPC Corporation Ltd.,2-Aug-17,24-Oct-17,3-Oct-17
CITI,3-Aug,4-Aug,4-Aug,08/11199,5917625891,0000168917060616,Bangladesh,,10-Aug,JENY,OK,ANURAG,OK,,205671,11-Aug,M & U PACKAGING LTD,3-Aug-17,30-Oct-17,9-Oct-17
HSBC,3-Aug,4-Aug,4-Aug,06/296,SGHSBC7H04342548,0174MDC170006892,India,,10-Aug,JENY,OK,VIPIN,OK,,205565,10-Aug,MG Polyplast Industries Pvt Ltd,3-Aug-17,22-Oct-17,20-Sep-17
SCB,3-Aug,7-Aug,8-Aug,08/11143,957117680841,073117020060,Bangladesh,11-Aug,24-Aug,JENY,OK,ANURAG,OK,,206348,25-Aug,JASS ACCESSO RIES (BO) LTD,3-Aug-17,24-Oct-17,3-Oct-18
SCB,6-Aug,7-Aug,8-Aug,08/11213,957117681350,0000181017010311,Bangladesh,11-Aug,14-Aug,JENY,OK,ANURAG,OK,,205818,15-Aug,Mahmud Enterprise,6-Aug-17,29-Oct-17,8-Oct-17
SCB,6-Aug,7-Aug,8-Aug,08/11147,957117681868,0000195017020035,Bangladesh,11-Aug,14-Aug,JENY,OK,ANURAG,OK,,205821,15-Aug,Dipa Poly and Accessories,6-Aug-17,21-Oct-17,1-Oct-17
SCB,6-Aug,7-Aug,8-Aug,08/11186,957117681831,0000195017020036,Bangladesh,,11-Aug,JENY,OK,ANURAG,OK,,205806,15-Aug,FARDIN ACCESSORIES LTD,6-Aug-17,30-Oct-17,10-Oct-17
SCB,2-Aug,7-Aug,8-Aug,08/11185,957117680636,0000195017020034,Bangladesh,11-Aug,14-Aug,JENY,OK,ANURAG,OK,,205816,15-Aug,FARDIN ACCESSORIES LTD,2-Aug-17,21-Oct-17,1-Oct-17
BTMU,31-Jul,7-Aug,8-Aug,08/11172,,086817020028,Bangladesh,11-Aug,14-Aug,JENY,OK,ANURAG,OK,,205825,15-Aug,HAMKO INDUSTRIES LIMITED,31-Jul-17,24-Oct-17,3-Oct-17
HSBC,5-Aug,7-Aug,8-Aug,13/1468,SGHSBC7H07345903,003LC01172170012,India,,10-Aug,JENY,OK,NAVDEEP,OK,,205667,11-Aug,LEGEND POLYFOAMS PVT. LTD.,5-Aug-17,29-Oct-17,8-Oct-17
HSBC,4-Aug,7-Aug,8-Aug,03/0943,SGHSBC7H07345355,0870FLC170011,India,11-Aug,22-Aug,JENY,OK,GAURAV,OK,,206340,25-Aug,M/S. Bright Trading Co,4-Aug-17,23-Oct-17,2-Oct-17
HSBC,5-Aug,7-Aug,8-Aug,13/1469,SGHSBC7H07345908,003LC01172170013,India,,10-Aug,JENY,OK,NAVDEEP,OK,,205665,11-Aug,LEGEND POLYFOAMS PVT. LTD.,5-Aug-17,29-Oct-17,8-Oct-17
HSBC,4-Aug,7-Aug,8-Aug,02/5616,SGHSBC7H07346036,DPCNDH280825,India,14-Aug,22-Aug,JENY,OK,SANJEEV,OK,,206276,23-Aug,SKYPACK INDIA PVT.LTD.,4-Aug-17,28-Oct-17,7-Oct-17
SCB,3-Aug,7-Aug,8-Aug,07/4009,957117680627,17ILC0654,Nepal,11-Aug,15-Aug,JENY,OK,SHIV,OK,,205958,16-Aug,Shree Polythene & Plastic Udyog,3-Aug-17,29-Oct-17,8-Oct-17
SCB,4-Aug,7-Aug,8-Aug,07/4008,957117680994,NBL1780024U081,Nepal,,10-Aug,JENY,OK,SHIV,OK,,205544,11-Aug,PIYA PLASTIC INDUSTRIES,4-Aug-17,1-Nov-17,11-Oct-17
SCB,6-Aug,7-Aug,8-Aug,13/1470,957117680672,019USD170526U,Nepal,14-Aug,22-Aug,JENY,OK,NAVDEEP,OK,,206141,22-Aug,SHREE BINDWASINI PLASTIC UDYOG,6-Aug-17,17-Oct-17,8-Oct-17
SCB,4-Aug,7-Aug,8-Aug,07/4007,957117680921,NBL1780024U080,Nepal,,10-Aug,JENY,OK,SHIV,OK,,205668,11-Aug,PIYA POLYBAG INDUSTRIES,4-Aug-17,1-Nov-17,11-Oct-17
SCB,7-Aug,8-Aug,10-Aug,05/2228,957117682830,C06IMLU172190001,India,16-Aug,19-Sep,JENY,OK,GAURAV,OK,,207778,19-Sep,Lakshmi Packaging Pvt. Ltd.,7-Aug-17,29-Oct-17,8-Oct-17
SCB,7-Aug,8-Aug,10-Aug,08/11220,957117682144,0000181017020018,Bangladesh,,14-Aug,JENY,OK,ANURAG,OK,,205813,15-Aug,UNITY POLY INDUSTRIES LTD,7-Aug-17,30-Oct-17,9-Oct-17
SCB,7-Aug,8-Aug,10-Aug,08/11217,957117682091,0000181017020017,Bangladesh,,14-Aug,JENY,OK,ANURAG,OK,,205814,15-Aug,UNITY POLY INDUSTRIES LTD,7-Aug-17,26-Nov-17,5-Nov-17
SCB,6-Aug,8-Aug,10-Aug,13/1471,957117682019,9917IM0200167,Nepal,14-Aug,16-Aug,JENY,OK,NAVDEEP,OK,,206025,17-Aug,ROBIN POLYMERS PVT. LTD.,6-Aug-17,29-Oct-17,8-Oct-17
SCB,9-Aug,10-Aug,11-Aug,13/1476,957117685356,HBLIFX15740134,Nepal,15-Aug,16-Aug,JENY,OK,NAVDEEP,OK,,205942,17-Aug,HANUMANTA POLY INDUSTRIES PVT. LTD.,9-Aug-17,6-Oct-17,16-Oct-17
SCB,9-Aug,10-Aug,11-Aug,07/4004,957117684614,477010113338L,Nepal,25-Aug,14-Sep,JENY,OK,SHIV,OK,,207394,14-Sep,SHIV SHAKTI PACKAGING PVT. LTD.,9-Aug-17,29-Oct-17,8-Oct-17
SCB,9-Aug,10-Aug,11-Aug,07/4030,957117684801,ILC337475112,Nepal,25-Aug,28-Aug,JENY,OK,SHIV,OK,,206590,29-Aug,Janaki Plastic Industires Pvt. Ltd,9-Aug-17,31-Oct-17,10-Oct-17
SCB,9-Aug,10-Aug,11-Aug,07/4012,957117685347,HBLIUI12740058,Nepal,,25-Aug,JENY,OK,SHIV,OK,,206515,28-Aug,LUMBINI POLYMERS,9-Aug-17,29-Oct-17,8-Oct-17
SCB,9-Aug,10-Aug,11-Aug,08/11215,957117685203,ILC0801170214716,Bangladesh,,15-Aug,JENY,OK,ANURAG,OK,,205928,16-Aug,TAJ ACCESSORIES (PVT) LTD,9-Aug-17,30-Oct-17,9-Oct-17
SCB,9-Aug,10-Aug,11-Aug,08/11200,957117685631,0000194917020068,Bangladesh,16-Aug,22-Aug,JENY,OK,ANURAG,OK,,206144,22-Aug,AKH Packaging & Accessories Ltd.,9-Aug-17,4-Nov-17,14-Oct-17
SCB,9-Aug,10-Aug,11-Aug,08/11187,957117685800,0000195017020037,Bangladesh,,15-Aug,JENY,OK,ANURAG,OK,,205929,16-Aug,FARDIN ACCESSORIES LTD,9-Aug-17,30-Oct-17,10-Oct-17
BTMU,7-Aug,10-Aug,11-Aug,08/11164,,009417010039,Bangladesh,16-Aug,24-Aug,JENY,OK,ANURAG,OK,,206353,25-Aug,MANTAKA PRINTING & PACKAGING LTD.,7-Aug-17,30-Oct-17,9-Oct-17
BTMU,7-Aug,10-Aug,11-Aug,08/11193,,086817020033,Bangladesh,15-Aug,22-Aug,JENY,OK,ANURAG,OK,,206302,25-Aug,DUBAI BANGLADESH BAG FACTORY,7-Aug-17,31-Oct-17,10-Oct-17
SCB,8-Aug,10-Aug,11-Aug,11/5596,957117684375,LCUCBG17001078,Sri Lanka,22-Aug,24-Aug,JENY,OK,NAVDEEP,OK,,206349,25-Aug,ACME PRINTING & PACKAGING PLC.,8-Aug-17,10-Oct-17,19-Sep-17
HSBC,8-Aug,10-Aug,11-Aug,06/299,SGHSCB7H10351103,009517IML000032,India,16-Aug,17-Aug,JENY,OK,VIPIN,OK,,206030,17-Aug,Power Chemplast Pvt Ltd,8-Aug-17,31-Oct-17,10-Oct-17
HSBC,8-Aug,10-Aug,11-Aug,05/2224,SGHSBC7H10351201,2342FLC018617,India,14-Aug,29-Aug,JENY,OK,GAURAV,OK,,206609,30-Aug,Varssha Poly Products,8-Aug-17,27-Oct-17,7-Oct-17
HSBC,5-Aug,10-Aug,11-Aug,06/295,SGHSBC7H08349345,0154MLC00002518,India,,16-Aug,JENY,OK,VIPIN,OK,,206027,17-Aug,ALFA SOLVENTS PVT. LTD.,5-Aug-17,3-Oct-17,12-Sep-17
BTMU,9-Aug,10-Aug,11-Aug,03/0949,,6573MDC170007058,India,23-Aug,25-Aug,JENY,OK,GAURAV,OK,,206139,21-Aug,Royal Touch Fablon Pvt. Ltd.,9-Aug-17,17-Oct-17,28-Oct-17
HSBC,7-Aug,10-Aug,16-Aug,02/5619,SGHSBC7H08349325,0067FLC170009,India,,17-Aug,JENY,OK,SANJEEV,OK,,206072,18-Aug,OHRI GLOBPPACK,7-Aug-17,28-Oct-17,7-Oct-17
HSBC,8-Aug,11-Aug,14-Aug,01/8395,SGHSBC7H11356440,0505417IM0000434,India,16-Aug,28-Aug,JENY,OK,SANJEEV,OK,,206591,29-Aug,AKSHAR IMPEX,8-Aug-17,28-Oct-17,7-Oct-17
HSBC,10-Aug,11-Aug,14-Aug,01/8415,SGHSBC7H11356322,3197517IM0000020,India,16-Aug,,JENY,,SANJEEV,OK,,207228,12-Sep,Shah Laxminarayan Satishchandra Exi,10-Aug-17,25-Oct-17,4-Oct-17
HSBC,8-Aug,11-Aug,14-Aug,01/8380,SGHSBC7H10353374,OLC0023170006015,India,22-Aug,31-Aug,JENY,OK,SANJEEV,OK,,206768,4-Sep,POLYCHEM EXPORTS,8-Aug-17,30-Nov-17,30-Sep-17
HSBC,8-Aug,11-Aug,14-Aug,05/2226,SGHSBC7H11356756,0505317IM0000731,India,15-Aug,24-Aug,JENY,OK,GAURAV,OK,,206506,28-Aug,RATHNA PACKAGING INDIA (P) LTD,8-Aug-17,28-Oct-17,7-Oct-17
HSBC,10-Aug,11-Aug,14-Aug,05/2234,SGHSBC7H11356207,2342FLC018717,India,15-Aug,22-Aug,JENY,OK,GAURAV,OK,,206231,22-Aug,Varssha Poly Products,10-Aug-17,3-Nov-17,14-Oct-17
SCB,8-Aug,11-Aug,14-Aug,05/2232,957117683679,RMPIMLC16881,India,28-Aug,7-Sep,JENY,OK,GAURAV,OK,,206908,7-Sep,Mamparampil Polymers,8-Aug-17,30-Oct-17,9-Oct-17
HSBC,10-Aug,11-Aug,14-Aug,13/1478,SGHSBC7H11356315,003LC01172220029,India,,15-Aug,JENY,OK,NAVDEEP,OK,,205927,16-Aug,LEGEND POLYFOAMS PVT. LTD.,10-Aug-17,6-Nov-17,16-Oct-17
SCB,8-Aug,11-Aug,14-Aug,15/0096,957117686532,0734717IM0000160,India,22-Aug,15-Sep,JENY,OK,SHEETAL,OK,,207585,18-Sep,Thejo Engineering Limited,8-Aug-17,28-Oct-17,7-Oct-17
SCB,9-Aug,11-Aug,14-Aug,07/4033,957117687050,17DC05USD07482,Nepal,,22-Aug,JENY,OK,SHIV,OK,,206064,22-Aug,ADARSH JAGDAMBA POLYMERS,9-Aug-17,31-Oct-17,10-Oct-17
SCB,10-Aug,11-Aug,14-Aug,11/5639,957117687620,LCSFCBU1700250,Sri Lanka,,23-Aug,JENY,OK,NAVDEEP,OK,,206310,24-Aug,Poly Creations ( PVT ) Ltd.,10-Aug-17,5-Nov-17,13-Oct-17
HSBC,8-Aug,11-Aug,14-Aug,11/5626,SGHSBC7H10352398,0042002170018528,Sri Lanka,,17-Aug,JENY,OK,NAVDEEP,OK,,206071,18-Aug,PHOENIX INDUSTRIES LTD.,8-Aug-17,31-Oct-17,10-Oct-17
HSBC,9-Aug,11-Aug,14-Aug,11/5632,SGHSBC7H10353481,BTD/M086367,Sri Lanka,,22-Aug,JENY,OK,NAVDEEP,OK,,206062,22-Aug,Varna Ltd.,9-Aug-17,4-Nov-17,14-Oct-17
HSBC,9-Aug,11-Aug,14-Aug,11/5631,SGHSBC7H10353555,DB1003LC1707734,Sri Lanka,,22-Aug,JENY,OK,NAVDEEP,OK,,206311,24-Aug,MODERN PACK LANKA (PVT) LTD,9-Aug-17,4-Nov-17,14-Oct-17
SCB,10-Aug,14-Aug,14-Aug,11/5633,957117688264,DB4077LC1707781,Sri Lanka,,22-Aug,JENY,OK,NAVDEEP,OK,,206233,22-Aug,Rapid Creation Industries (PVT) LTD,10-Aug-17,5-Nov-17,12-Oct-17
HSBC,11-Aug,14-Aug,14-Aug,01/8406,SGHSBC7H14359103,001LM01172230012,India,23-Aug,4-Sep,JENY,OK,SANJEEV,OK,,206869,6-Sep,ORGANIC INDUSTRIES PVT.LTD.,11-Aug-17,31-Oct-17,10-Oct-17
SCB,7-Aug,14-Aug,15-Aug,07/3983,957117687265,IUDSFA117USD0465,Nepal,22-Aug,31-Aug,JENY,OK,SHIV,OK,,206774,4-Sep,Vishal Plastocab Industries Pvt. LT,7-Aug-17,21-Oct-17,30-Sep-17
SCB,12-Jul,14-Aug,15-Aug,07/3985,957117665154,EB0060FOU00582,Nepal,17-Aug,7-Sep,JENY,OK,SHIV,OK,,207158,12-Sep,TRIVENI FLEXOPACK PVT. LTD.,12-Jul-17,7-Oct-17,16-Sep-17
SCB,10-Aug,14-Aug,15-Aug,07/4006,957117686809,NMBFLC171378,Nepal,,17-Aug,JENY,OK,SHIV,OK,,206069,18-Aug,Nuplast Industries Pvt. Ltd.,10-Aug-17,29-Oct-17,8-Oct-17
SCB,9-Aug,14-Aug,15-Aug,07/4011,957117688941,17DC01USD15713,Nepal,,17-Aug,JENY,OK,SHIV,OK,,206068,18-Aug,Pragati Trading Concern,9-Aug-17,29-Nov-17,8-Oct-17
SCB,6-Aug,14-Aug,15-Aug,07/4014,957117687274,17DC01USD15718,Nepal,,22-Aug,JENY,OK,SHIV,OK,,206245,23-Aug,Ganapati Vanaspati Pvt. Ltd.,6-Aug-17,29-Oct-17,8-Oct-17
SCB,11-Aug,14-Aug,15-Aug,07/4020,957117687942,HBLIFX09740166,Nepal,,22-Aug,JENY,OK,SHIV,OK,,206265,23-Aug,KRISHNA NEPAL TRADING PVT. LTD,11-Aug-17,29-Oct-17,8-Oct-17
SCB,10-Aug,14-Aug,15-Aug,07/4021,957117688861,17ILC0667,Nepal,,22-Aug,JENY,OK,SHIV,OK,,206246,23-Aug,SUNRISE CONTAINERS PVT. LTD,10-Aug-17,29-Oct-17,8-Oct-17
SCB,6-Aug,14-Aug,15-Aug,07/4022,957117687345,002ILUF172180001,Nepal,,22-Aug,JENY,OK,SHIV,OK,,206247,23-Aug,SUNRISE CONTAINERS PVT. LTD,6-Aug-17,29-Oct-17,8-Oct-17
SCB,13-Aug,14-Aug,15-Aug,07/4024,957117688308,003ILUF172250002,Nepal,31-Aug,4-Sep,JENY,OK,SHIV,OK,,206544,6-Sep,RATHI POLYMERS INDUSTRIES,13-Aug-17,3-Nov-17,13-Oct-17
SCB,11-Aug,14-Aug,15-Aug,07/4027,957117688978,17DC01USD15727,Nepal,,22-Aug,JENY,OK,SHIV,OK,,206063,22-Aug,RATHI OVERSEAS PVT. LTD.,11-Aug-17,3-Nov-17,13-Oct-17
SCB,11-Aug,14-Aug,15-Aug,07/4031,957117688852,ILC217475123,Nepal,,22-Aug,JENY,OK,SHIV,OK,,206266,23-Aug,ANAND OVERSEAS,11-Aug-17,31-Oct-17,10-Oct-17
